Dataset,Task,Metric,Activation,Avg_Score,Max_Score,Min_Score,Epochs_As_Best,Overall_Winner,Leader_Changes
exp,Regression,R2,ReLU6,0.9165625895261764,0.9583046436309814,-1.150984287261963,0,HT,71
exp,Regression,R2,Sw,0.9249384095668792,0.9576219320297241,-0.49295473098754883,0,HT,71
exp,Regression,R2,LgS,0.9304988368749618,0.9577754735946655,-0.5841540098190308,0,HT,71
exp,Regression,R2,Si,0.8962088441848755,0.9575778245925903,-0.01931142807006836,0,HT,71
exp,Regression,R2,Mish,0.9401953954696656,0.958064615726471,-0.029995203018188477,2,HT,71
exp,Regression,R2,U,0.787839691400528,0.9575627446174622,-2.441033124923706,0,HT,71
sawtooth,Regression,R2,E,0.823182161808014,0.9613572359085083,-0.44760656356811523,0,HT,62
sawtooth,Regression,R2,XER,0.8487449312210082,0.9607957601547241,-2.7120673656463623,1,HT,62
sawtooth,Regression,R2,R,0.21042671239376068,0.23306065797805786,-0.13966846466064453,0,HT,62
sawtooth,Regression,R2,LR,0.8638146811723709,0.9680298566818237,-0.27636492252349854,53,HT,62
sawtooth,Regression,R2,PR,0.8460392113924027,0.9626885652542114,-0.7499328851699829,0,HT,62
sawtooth,Regression,R2,RR,0.6777362899780274,0.8885798454284668,-1.1927454471588135,0,HT,62
sawtooth,Regression,R2,G,0.8674537992477417,0.9592297077178955,-0.5469831228256226,0,HT,62
sawtooth,Regression,R2,S,0.8627344617843627,0.9588998556137085,-0.3659946918487549,0,HT,62
sawtooth,Regression,R2,C,0.857308877825737,0.9556092619895935,-0.08530735969543457,0,HT,62
sawtooth,Regression,R2,ELU,0.8254203535318375,0.9536820650100708,-0.39086806774139404,0,HT,62
sawtooth,Regression,R2,SELU,0.8411297378540039,0.9520153403282166,-1.1417105197906494,0,HT,62
sawtooth,Regression,R2,T,0.8794628736972809,0.9694916009902954,-0.2838912010192871,67,HT,62
sawtooth,Regression,R2,HT,0.8967630406618118,0.9670937657356262,-0.24345779418945312,175,HT,62
sawtooth,Regression,R2,ST,0.8257622053623199,0.9652220606803894,-0.13632607460021973,15,HT,62
sawtooth,Regression,R2,SS,-0.013998326063156128,2.384185791015625e-07,-0.47341692447662354,0,HT,62
sawtooth,Regression,R2,HS,0.5146141586303711,0.8024541735649109,-0.10407590866088867,0,HT,62
sawtooth,Regression,R2,ReLU6,0.8682950456142425,0.9670578241348267,-0.07247757911682129,148,HT,62
sawtooth,Regression,R2,Sw,0.7355951776504517,0.9439162015914917,-0.3121187686920166,0,HT,62
sawtooth,Regression,R2,LgS,0.05899888157844543,0.3035793900489807,-1.4227428436279297,0,HT,62
sawtooth,Regression,R2,Si,0.10348401522636413,0.2285258173942566,-2.285878896713257,0,HT,62
sawtooth,Regression,R2,Mish,0.8919034560918808,0.9601550698280334,0.013057827949523926,41,HT,62
sawtooth,Regression,R2,U,0.018165571570396423,0.11754852533340454,-0.012769341468811035,0,HT,62
step,Regression,R2,E,0.9747596178054809,0.9909111857414246,0.5212715268135071,4,LR,20
step,Regression,R2,XER,0.9756708644628524,0.9906773567199707,-0.9725877046585083,94,LR,20
step,Regression,R2,R,0.9275775079727173,0.9911742806434631,-1.1057026386260986,146,LR,20
step,Regression,R2,LR,0.9604855735301971,0.9909213185310364,-0.18057286739349365,254,LR,20
step,Regression,R2,PR,0.8291271336078644,0.9789451956748962,-4.927342414855957,0,LR,20
step,Regression,R2,RR,0.9161909148693085,0.9815462231636047,-2.0029070377349854,0,LR,20
step,Regression,R2,G,0.957030147075653,0.9898210763931274,-0.15184247493743896,0,LR,20
step,Regression,R2,S,0.9238316713571548,0.9884932637214661,-2.3830223083496094,0,LR,20
step,Regression,R2,C,0.9708284882307052,0.9897235631942749,-0.48631417751312256,1,LR,20
step,Regression,R2,ELU,0.9416381467580796,0.9882042407989502,-2.7331185340881348,0,LR,20
step,Regression,R2,SELU,0.967199837565422,0.9873196482658386,-1.0759894847869873,1,LR,20
step,Regression,R2,T,0.9606901791095733,0.989724338054657,-1.4987719058990479,0,LR,20
step,Regression,R2,HT,0.9551991415023804,0.9894087314605713,-2.2036936283111572,0,LR,20
step,Regression,R2,ST,0.9601308097839355,0.9902297258377075,-1.0791442394256592,0,LR,20
step,Regression,R2,SS,-0.16271435952186583,1.7881393432617188e-07,-2.6311607360839844,0,LR,20
step,Regression,R2,HS,0.9260833063125611,0.9701245427131653,-0.4010366201400757,0,LR,20
step,Regression,R2,ReLU6,0.970174739599228,0.9897449612617493,-0.03165543079376221,0,LR,20
step,Regression,R2,Sw,0.9308023320436478,0.9886182546615601,-1.476654052734375,0,LR,20
step,Regression,R2,LgS,0.9397304816246033,0.9887915849685669,-0.4869464635848999,0,LR,20
step,Regression,R2,Si,0.8572643651962281,0.9869239926338196,-0.9708847999572754,0,LR,20
step,Regression,R2,Mish,0.966152606844902,0.9889440536499023,-0.6861027479171753,0,LR,20
step,Regression,R2,U,-29142.387799107193,0.634416937828064,-14571240.0,0,LR,20
exponential_decay,Regression,R2,E,0.02679159152507782,0.13585501909255981,-0.08843982219696045,8,SELU,115
exponential_decay,Regression,R2,XER,0.030318387389183046,0.09989029169082642,-0.40619075298309326,61,SELU,115
exponential_decay,Regression,R2,R,0.02342598569393158,0.04732656478881836,-1.4066696166992188e-05,0,SELU,115
exponential_decay,Regression,R2,LR,0.09716667437553406,0.2391040325164795,-1.5497207641601562e-06,0,SELU,115
exponential_decay,Regression,R2,PR,0.10711317300796509,0.28150027990341187,-4.494190216064453e-05,0,SELU,115
exponential_decay,Regression,R2,RR,0.04090854895114899,0.11890023946762085,5.9604644775390625e-06,2,SELU,115
exponential_decay,Regression,R2,G,0.14920337402820588,0.34925490617752075,-2.1457672119140625e-06,10,SELU,115
exponential_decay,Regression,R2,S,0.193378640294075,0.49202269315719604,-0.034546613693237305,122,SELU,115
exponential_decay,Regression,R2,C,0.2154402686357498,0.4851396679878235,0.0,68,SELU,115
exponential_decay,Regression,R2,ELU,0.19631389713287353,0.4471327066421509,-1.4781951904296875e-05,47,SELU,115
exponential_decay,Regression,R2,SELU,0.18807740664482117,0.4023565649986267,0.0002518296241760254,180,SELU,115
exponential_decay,Regression,R2,T,0.005788742065429687,0.008740544319152832,-2.1219253540039062e-05,0,SELU,115
exponential_decay,Regression,R2,HT,0.005109843492507935,0.008452534675598145,-2.4199485778808594e-05,0,SELU,115
exponential_decay,Regression,R2,ST,0.006122598052024841,0.009525597095489502,-9.5367431640625e-06,0,SELU,115
exponential_decay,Regression,R2,SS,-4.374980926513672e-08,5.960464477539063e-08,-1.7881393432617188e-06,0,SELU,115
exponential_decay,Regression,R2,HS,0.03344260346889496,0.07640677690505981,-0.011655449867248535,2,SELU,115
exponential_decay,Regression,R2,ReLU6,0.008518252253532409,0.013289451599121094,3.933906555175781e-06,0,SELU,115
exponential_decay,Regression,R2,Sw,0.1448713116645813,0.31119489669799805,-6.67572021484375e-06,0,SELU,115
exponential_decay,Regression,R2,LgS,0.11585146379470825,0.2570266127586365,-1.1920928955078125e-07,0,SELU,115
exponential_decay,Regression,R2,Si,0.003929282546043396,0.006653785705566406,-8.106231689453125e-06,0,SELU,115
exponential_decay,Regression,R2,Mish,0.1676071300506592,0.390744149684906,3.415346145629883e-05,0,SELU,115
exponential_decay,Regression,R2,U,-0.0005555136203765869,0.013123393058776855,-2.3091022968292236,0,SELU,115
staircase,Regression,R2,E,0.9825497908592224,0.9902356266975403,-0.13568377494812012,26,HT,29
staircase,Regression,R2,XER,0.9774542837142944,0.9930477738380432,-0.33211398124694824,111,HT,29
staircase,Regression,R2,R,0.9652673746347428,0.99041348695755,-0.039345622062683105,1,HT,29
staircase,Regression,R2,LR,0.9670624434947968,0.9911585450172424,-0.059522390365600586,1,HT,29
staircase,Regression,R2,PR,0.974867105126381,0.9901584386825562,-0.025368213653564453,8,HT,29
staircase,Regression,R2,RR,0.9699250571727752,0.9902690649032593,-0.09108304977416992,0,HT,29
staircase,Regression,R2,G,0.9208006192445755,0.9912328720092773,-0.08724582195281982,0,HT,29
staircase,Regression,R2,S,0.9683644015789032,0.9903325438499451,-0.05914199352264404,1,HT,29
staircase,Regression,R2,C,0.9782269439697265,0.990060031414032,0.07203823328018188,1,HT,29
staircase,Regression,R2,ELU,0.9753090206384659,0.9903215169906616,0.054012835025787354,0,HT,29
staircase,Regression,R2,SELU,0.9800142316818238,0.9911256432533264,-0.15640079975128174,3,HT,29
staircase,Regression,R2,T,0.9499138307571411,0.9906753897666931,-0.0984121561050415,0,HT,29
staircase,Regression,R2,HT,0.9532857310771942,0.9933558702468872,-0.018120527267456055,322,HT,29
staircase,Regression,R2,ST,0.9320099433660507,0.9913978576660156,-0.05947685241699219,0,HT,29
staircase,Regression,R2,SS,-0.0033847362995147704,1.1920928955078125e-07,-0.06231331825256348,0,HT,29
staircase,Regression,R2,HS,0.9824308403730393,0.9913560748100281,-0.08480727672576904,10,HT,29
staircase,Regression,R2,ReLU6,0.9542890905141831,0.9919161200523376,-0.05689191818237305,14,HT,29
staircase,Regression,R2,Sw,0.884446565747261,0.9897902011871338,-0.018185853958129883,0,HT,29
staircase,Regression,R2,LgS,0.8860375856161118,0.9785211682319641,-0.00841665267944336,0,HT,29
staircase,Regression,R2,Si,0.8546960307359696,0.9896090626716614,-0.003221273422241211,0,HT,29
staircase,Regression,R2,Mish,0.9743630948066712,0.990290641784668,0.0025371909141540527,2,HT,29
staircase,Regression,R2,U,-0.286140212059021,0.9400326013565063,-357.86785888671875,0,HT,29
step_sine,Regression,R2,E,0.9575887379646302,0.985709011554718,-0.003305673599243164,1,HT,12
step_sine,Regression,R2,XER,0.9708034716844559,0.987638533115387,-0.06719529628753662,72,HT,12
step_sine,Regression,R2,R,0.8819512318372726,0.9839752316474915,-0.01042032241821289,0,HT,12
step_sine,Regression,R2,LR,0.9324965628385544,0.9857402443885803,-0.02328622341156006,0,HT,12
step_sine,Regression,R2,PR,0.9338523563146591,0.9835864305496216,-0.023663878440856934,0,HT,12
step_sine,Regression,R2,RR,0.9387174354791641,0.9833744168281555,-0.00400388240814209,0,HT,12
step_sine,Regression,R2,G,0.9487053899765014,0.9858148694038391,-0.07212579250335693,0,HT,12
step_sine,Regression,R2,S,0.9387945096492767,0.9846429228782654,-0.0231245756149292,0,HT,12
step_sine,Regression,R2,C,0.9548840919733047,0.9865756630897522,0.009200811386108398,0,HT,12
step_sine,Regression,R2,ELU,0.9546582981348037,0.9862651824951172,0.00539553165435791,0,HT,12
step_sine,Regression,R2,SELU,0.9573254444599152,0.9864130020141602,-0.002020597457885742,0,HT,12
step_sine,Regression,R2,T,0.9467094036340713,0.9865914583206177,-0.00461423397064209,0,HT,12
step_sine,Regression,R2,HT,0.9591379873752593,0.990109920501709,-0.021675825119018555,423,HT,12
step_sine,Regression,R2,ST,0.911614218711853,0.9876191020011902,-0.02652597427368164,2,HT,12
step_sine,Regression,R2,SS,-0.0004573643207550049,5.960464477539063e-08,-0.019677042961120605,0,HT,12
step_sine,Regression,R2,HS,0.8227387845516205,0.9584270715713501,-0.01964437961578369,1,HT,12
step_sine,Regression,R2,ReLU6,0.9260841370820999,0.9875394105911255,-0.0020121335983276367,1,HT,12
step_sine,Regression,R2,Sw,0.8898208570480347,0.9818183779716492,-0.09751486778259277,0,HT,12
step_sine,Regression,R2,LgS,0.9218896633386612,0.9805532693862915,-0.0018329620361328125,0,HT,12
step_sine,Regression,R2,Si,0.21049414217472076,0.237043559551239,-0.0029462575912475586,0,HT,12
step_sine,Regression,R2,Mish,0.9500504658222199,0.9860383868217468,0.0020801424980163574,0,HT,12
step_sine,Regression,R2,U,0.13955116057395936,0.15786778926849365,-1.0498113632202148,0,HT,12
step_quadratic,Regression,R2,E,0.9582577764987945,0.9948853850364685,-0.8370236158370972,24,XER,21
step_quadratic,Regression,R2,XER,0.9347852091789246,0.9956606030464172,-1.8946516513824463,461,XER,21
step_quadratic,Regression,R2,R,0.883205843448639,0.9946189522743225,-0.8627955913543701,0,XER,21
step_quadratic,Regression,R2,LR,0.8605297389030456,0.9942991137504578,-1.3130161762237549,0,XER,21
step_quadratic,Regression,R2,PR,0.9305178035497665,0.9946877360343933,-1.0508146286010742,1,XER,21
step_quadratic,Regression,R2,RR,0.9187731779813767,0.9925404191017151,-1.1932721138000488,1,XER,21
step_quadratic,Regression,R2,G,0.924852872133255,0.9949638843536377,-1.033400535583496,12,XER,21
step_quadratic,Regression,R2,S,0.9246917427778244,0.9945769309997559,-1.1451606750488281,0,XER,21
step_quadratic,Regression,R2,C,0.934348522901535,0.9947734475135803,-1.1366028785705566,0,XER,21
step_quadratic,Regression,R2,ELU,0.6922528893947602,0.9894588589668274,-1.210129737854004,0,XER,21
step_quadratic,Regression,R2,SELU,0.9129558185338974,0.9942478537559509,-0.9835115671157837,0,XER,21
step_quadratic,Regression,R2,T,-0.02206459140777588,-6.794929504394531e-06,-1.0446205139160156,0,XER,21
step_quadratic,Regression,R2,HT,-0.02907974576950073,1.1920928955078125e-07,-1.095163106918335,0,XER,21
step_quadratic,Regression,R2,ST,0.28076237738132476,0.9800080060958862,-1.2211639881134033,0,XER,21
step_quadratic,Regression,R2,SS,-0.21192187809944152,-0.006525278091430664,-0.8107659816741943,0,XER,21
step_quadratic,Regression,R2,HS,0.7736336559057235,0.9870309233665466,-1.197779893875122,0,XER,21
step_quadratic,Regression,R2,ReLU6,0.9216301712989807,0.9954482316970825,-1.0197103023529053,0,XER,21
step_quadratic,Regression,R2,Sw,0.8900893037319183,0.9945550560951233,-0.9544847011566162,0,XER,21
step_quadratic,Regression,R2,LgS,0.9014464803934097,0.9944887161254883,-0.7858555316925049,1,XER,21
step_quadratic,Regression,R2,Si,-0.0871793771982193,2.7477741241455078e-05,-1.2712335586547852,0,XER,21
step_quadratic,Regression,R2,Mish,0.9344202638864517,0.994608461856842,-0.9907639026641846,0,XER,21
step_quadratic,Regression,R2,U,-254139.0601849165,-0.1836012601852417,-127069120.0,0,XER,21
random_steps,Regression,R2,E,0.9375845392942429,0.9831228852272034,-2.2723453044891357,1,XER,49
random_steps,Regression,R2,XER,0.9639536603689194,0.9931634068489075,-1.7857675552368164,334,XER,49
random_steps,Regression,R2,R,0.014625194430351257,0.7913039922714233,-2.0559754371643066,0,XER,49
random_steps,Regression,R2,LR,0.5375501581430435,0.9700956344604492,-3.6540274620056152,0,XER,49
random_steps,Regression,R2,PR,0.8593982243537903,0.9736862778663635,-3.789729595184326,0,XER,49
random_steps,Regression,R2,RR,0.8915238853693008,0.9706559777259827,-2.726505756378174,0,XER,49
random_steps,Regression,R2,G,0.8898479708433151,0.9860263466835022,-2.138230323791504,0,XER,49
random_steps,Regression,R2,S,0.8338996334075928,0.9829334020614624,-2.9437201023101807,0,XER,49
random_steps,Regression,R2,C,0.9159539933204651,0.9750699400901794,-3.095555305480957,0,XER,49
random_steps,Regression,R2,ELU,0.9140678609609604,0.97178715467453,-2.427549123764038,0,XER,49
random_steps,Regression,R2,SELU,0.9444874966144562,0.9825676083564758,-1.7457313537597656,3,XER,49
random_steps,Regression,R2,T,0.8029584916830063,0.9883502721786499,-2.418774366378784,11,XER,49
random_steps,Regression,R2,HT,-0.11211983394622803,1.1920928955078125e-07,-4.056878089904785,0,XER,49
random_steps,Regression,R2,ST,0.7258007978200912,0.9790363907814026,-2.7625277042388916,0,XER,49
random_steps,Regression,R2,SS,0.7961408369541169,0.9858077764511108,-2.7937967777252197,149,XER,49
random_steps,Regression,R2,HS,0.8315112788677216,0.9773589968681335,-4.039473533630371,0,XER,49
random_steps,Regression,R2,ReLU6,0.8323901370763779,0.9782781004905701,-2.4175398349761963,0,XER,49
random_steps,Regression,R2,Sw,0.9178858590126038,0.9719536304473877,-1.803626298904419,0,XER,49
random_steps,Regression,R2,LgS,0.9128862462043762,0.9727754592895508,-1.5645885467529297,1,XER,49
random_steps,Regression,R2,Si,0.44315144860744476,0.9716914296150208,-2.550973653793335,0,XER,49
random_steps,Regression,R2,Mish,0.9052544003725052,0.9876794219017029,-2.083158493041992,1,XER,49
random_steps,Regression,R2,U,-19181955188.99489,-2.0972354412078857,-9590977593344.0,0,XER,49
prime,Classification,F1,E,0.45551125731648723,0.5478310018369366,0.16317991631799164,32,LgS,104
prime,Classification,F1,XER,0.47207013742559295,0.5390180170928468,0.16317991631799164,0,LgS,104
prime,Classification,F1,R,0.4665482354451833,0.5231243576567317,0.16317991631799164,0,LgS,104
prime,Classification,F1,LR,0.4444696195230073,0.44598337950138506,0.1743349345062407,0,LgS,104
prime,Classification,F1,PR,0.45595371854739064,0.5496296296296297,0.16317991631799164,29,LgS,104
prime,Classification,F1,RR,0.4453574003810958,0.511183528366168,0.24454901960784314,0,LgS,104
prime,Classification,F1,G,0.46776996604024795,0.48488126513161284,0.16317991631799164,35,LgS,104
prime,Classification,F1,S,0.4741338649435654,0.5464103665048277,0.16317991631799164,48,LgS,104
prime,Classification,F1,C,0.4756506025185623,0.4958915158542118,0.44598337950138506,47,LgS,104
prime,Classification,F1,ELU,0.478546034997575,0.4958915158542118,0.285,5,LgS,104
prime,Classification,F1,SELU,0.47680305519903265,0.49454642192072357,0.1776104443473568,53,LgS,104
prime,Classification,F1,T,0.46136735837624304,0.48366057476730756,0.16317991631799164,0,LgS,104
prime,Classification,F1,HT,0.470550302905011,0.48366057476730756,0.44598337950138506,4,LgS,104
prime,Classification,F1,ST,0.47424165394901546,0.4824486229436575,0.44521497919556174,0,LgS,104
prime,Classification,F1,SS,0.44999314583374517,0.5248639849833556,0.16317991631799164,0,LgS,104
prime,Classification,F1,HS,0.4434574578340507,0.4561717352415027,0.1630769230769231,0,LgS,104
prime,Classification,F1,ReLU6,0.4784003938080415,0.4958915158542118,0.44521497919556174,7,LgS,104
prime,Classification,F1,Sw,0.47124471809220303,0.49454642192072357,0.44521497919556174,5,LgS,104
prime,Classification,F1,LgS,0.47837737003649927,0.54926755978465,0.16317991631799164,232,LgS,104
prime,Classification,F1,Si,0.44598337950138506,0.44598337950138506,0.44598337950138506,0,LgS,104
prime,Classification,F1,Mish,0.4789049947707094,0.48488126513161284,0.35408401993693417,2,LgS,104
prime,Classification,F1,U,0.44618585157440316,0.5472194160104189,0.44598337950138506,1,LgS,104
moon,Classification,F1,E,0.9676638100337333,0.9949998749968749,0.3185689948892675,126,XER,224
moon,Classification,F1,XER,0.9757346376649049,1.0,0.7303052757361531,127,XER,224
moon,Classification,F1,R,0.955088801572779,0.987499296835447,0.3333333333333333,0,XER,224
moon,Classification,F1,LR,0.9433156076590102,0.992499953124707,0.3333333333333333,43,XER,224
moon,Classification,F1,PR,0.9504620421242486,0.9799994999874997,0.3333333333333333,0,XER,224
moon,Classification,F1,RR,0.9538218475239387,0.9849996249906248,0.3333333333333333,2,XER,224
moon,Classification,F1,G,0.9583246835457874,0.9899989998999901,0.3333333333333333,81,XER,224
moon,Classification,F1,S,0.9450788077967203,0.987499296835447,0.3333333333333333,0,XER,224
moon,Classification,F1,C,0.9519329396954735,0.9824972651976871,0.3333333333333333,1,XER,224
moon,Classification,F1,ELU,0.9479272225581397,0.9824972651976871,0.3333333333333333,0,XER,224
moon,Classification,F1,SELU,0.9611708297439399,0.9824998906243163,0.3333333333333333,2,XER,224
moon,Classification,F1,T,0.9591738679369873,0.99,0.3333333333333333,3,XER,224
moon,Classification,F1,HT,0.9588639140647504,0.9849996249906248,0.3333333333333333,14,XER,224
moon,Classification,F1,ST,0.9542093450075417,0.9824998906243163,0.3333333333333333,29,XER,224
moon,Classification,F1,SS,0.33333333333333326,0.3333333333333333,0.3333333333333333,0,XER,224
moon,Classification,F1,HS,0.9483895000880629,0.9849996249906248,0.3333333333333333,0,XER,224
moon,Classification,F1,ReLU6,0.9616032228548069,0.9774998593741211,0.3333333333333333,4,XER,224
moon,Classification,F1,Sw,0.8736723554514723,0.9045969219954307,0.3333333333333333,0,XER,224
moon,Classification,F1,LgS,0.8995195055410045,0.98,0.3333333333333333,0,XER,224
moon,Classification,F1,Si,0.9068018870949015,0.9824990155696258,0.3333333333333333,0,XER,224
moon,Classification,F1,Mish,0.9621128318639744,0.995,0.3333333333333333,68,XER,224
moon,Classification,F1,U,0.3420140177252342,0.7798018216394755,0.3333333333333333,0,XER,224
circle,Classification,F1,E,0.9855045272455772,1.0,0.3333333333333333,459,E,28
circle,Classification,F1,XER,0.9808484877274806,1.0,0.3333333333333333,3,E,28
circle,Classification,F1,R,0.9850262535662601,1.0,0.3333333333333333,10,E,28
circle,Classification,F1,LR,0.9872159183710454,1.0,0.3333333333333333,8,E,28
circle,Classification,F1,PR,0.9767610787579297,1.0,0.3333333333333333,5,E,28
circle,Classification,F1,RR,0.9799402968613351,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,G,0.9784699720637744,1.0,0.3333333333333333,2,E,28
circle,Classification,F1,S,0.9801740509480082,1.0,0.3333333333333333,3,E,28
circle,Classification,F1,C,0.9848485058248809,1.0,0.30635006296096423,1,E,28
circle,Classification,F1,ELU,0.9818536265469389,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,SELU,0.9807792772017556,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,T,0.9693427629426247,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,HT,0.9881435419000124,1.0,0.3311036789297659,6,E,28
circle,Classification,F1,ST,0.9847382814898883,1.0,0.5279146141215106,3,E,28
circle,Classification,F1,SS,0.33333333333333326,0.3333333333333333,0.3333333333333333,0,E,28
circle,Classification,F1,HS,0.33333333333333326,0.3333333333333333,0.3333333333333333,0,E,28
circle,Classification,F1,ReLU6,0.9850109309460303,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,Sw,0.9496458237776045,1.0,0.3019197207678883,0,E,28
circle,Classification,F1,LgS,0.8789841204793074,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,Si,0.858831934382556,1.0,0.3333333333333333,0,E,28
circle,Classification,F1,Mish,0.9723299485246069,1.0,0.30675909878682844,0,E,28
circle,Classification,F1,U,0.3333662400673317,0.34978670033253295,0.3333333333333333,0,E,28
xor,Classification,F1,E,0.9894611427355346,1.0,0.33554817275747506,468,E,33
xor,Classification,F1,XER,0.979091281501793,1.0,0.3311036789297659,1,E,33
xor,Classification,F1,R,0.9886559070514613,1.0,0.3311036789297659,9,E,33
xor,Classification,F1,LR,0.9790384158496804,1.0,0.33554817275747506,2,E,33
xor,Classification,F1,PR,0.9871654724563032,1.0,0.33554817275747506,7,E,33
xor,Classification,F1,RR,0.9696292886391439,1.0,0.3311036789297659,1,E,33
xor,Classification,F1,G,0.9640156062093211,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,S,0.9686421200316845,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,C,0.9793945741943557,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,ELU,0.9795626296440928,1.0,0.33554817275747506,0,E,33
xor,Classification,F1,SELU,0.9901829419025235,1.0,0.3311036789297659,6,E,33
xor,Classification,F1,T,0.9844913966700575,1.0,0.33554817275747506,0,E,33
xor,Classification,F1,HT,0.9777327092829919,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,ST,0.9793017651910377,1.0,0.33554817275747506,0,E,33
xor,Classification,F1,SS,0.3353615040167114,0.33554817275747506,0.3311036789297659,0,E,33
xor,Classification,F1,HS,0.3355126168068534,0.33554817275747506,0.3311036789297659,0,E,33
xor,Classification,F1,ReLU6,0.9843898511296286,1.0,0.33554817275747506,6,E,33
xor,Classification,F1,Sw,0.9576976976798248,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,LgS,0.9635424927730015,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,Si,0.8654455204360786,1.0,0.3311036789297659,0,E,33
xor,Classification,F1,Mish,0.9808465228492486,1.0,0.33554817275747506,0,E,33
xor,Classification,F1,U,0.3360151046658907,0.45212878831722514,0.3311036789297659,0,E,33
blobs,Classification,F1,E,0.023546755759055123,0.0967741935483871,0.0012468827930174563,0,T,29
blobs,Classification,F1,XER,0.1335889247866714,0.2101402856959836,0.0024875621890547263,0,T,29
blobs,Classification,F1,R,0.1,0.1,0.1,0,T,29
blobs,Classification,F1,LR,0.13694250096061888,0.37406950211349266,0.07247938530734634,34,T,29
blobs,Classification,F1,PR,0.0061532703725859506,0.10041407867494824,0.0012468827930174563,0,T,29
blobs,Classification,F1,RR,0.02747074377365335,0.08928571428571429,0.0012468827930174563,0,T,29
blobs,Classification,F1,G,0.10598980467688565,0.3267518389469609,0.07084224160801511,1,T,29
blobs,Classification,F1,S,0.1,0.1,0.1,0,T,29
blobs,Classification,F1,C,0.04570898998507524,0.13404825737265416,0.0,1,T,29
blobs,Classification,F1,ELU,0.05799751846152612,0.10478771454381211,0.0012468827930174563,0,T,29
blobs,Classification,F1,SELU,0.21813474510440534,0.30113636363636365,0.008682023981292602,0,T,29
blobs,Classification,F1,T,0.3601666655819585,0.375,0.0,429,T,29
blobs,Classification,F1,HT,0.3622720893267235,0.375,0.0012468827930174563,7,T,29
blobs,Classification,F1,ST,0.3528332182090236,0.375,0.0,28,T,29
blobs,Classification,F1,SS,0.010396204613965324,0.23473666196038162,0.0012468827930174563,0,T,29
blobs,Classification,F1,HS,0.008517709553725213,0.14084507042253522,0.0012468827930174563,0,T,29
blobs,Classification,F1,ReLU6,0.36200541095537386,0.375,0.09387755102040816,0,T,29
blobs,Classification,F1,Sw,0.1,0.1,0.1,0,T,29
blobs,Classification,F1,LgS,0.1,0.1,0.1,0,T,29
blobs,Classification,F1,Si,0.1,0.1,0.1,0,T,29
blobs,Classification,F1,Mish,0.09939964957889702,0.11737089201877934,0.0,0,T,29
blobs,Classification,F1,U,0.10000080321285142,0.10040160642570281,0.1,0,T,29
checkerboard,Classification,F1,E,0.9549866644212274,0.9899959983993598,0.2773387091148794,20,ReLU6,218
checkerboard,Classification,F1,XER,0.956160027453459,0.9874867829144534,0.33884297520661155,8,ReLU6,218
checkerboard,Classification,F1,R,0.9543683384514045,0.9799874921826142,0.33884297520661155,15,ReLU6,218
checkerboard,Classification,F1,LR,0.9525157542228089,0.9849906191369606,0.33884297520661155,2,ReLU6,218
checkerboard,Classification,F1,PR,0.9634838031316938,0.9949979991996799,0.3277310924369748,161,ReLU6,218
checkerboard,Classification,F1,RR,0.9392397624110669,0.9699879951980792,0.3277310924369748,0,ReLU6,218
checkerboard,Classification,F1,G,0.9413090478941597,0.9924962012018584,0.3277310924369748,33,ReLU6,218
checkerboard,Classification,F1,S,0.9344073429531828,0.9699812382739212,0.3277310924369748,1,ReLU6,218
checkerboard,Classification,F1,C,0.9312177633143449,0.9774886036055753,0.33884297520661155,0,ReLU6,218
checkerboard,Classification,F1,ELU,0.95360567374229,0.9749899959983994,0.32896044523951495,0,ReLU6,218
checkerboard,Classification,F1,SELU,0.9563432135769714,0.9799919967987194,0.33884297520661155,9,ReLU6,218
checkerboard,Classification,F1,T,0.9555092812947912,0.9824867556089293,0.3277310924369748,34,ReLU6,218
checkerboard,Classification,F1,HT,0.9511093023912404,0.9774886036055753,0.33884297520661155,3,ReLU6,218
checkerboard,Classification,F1,ST,0.952404851649648,0.9774683148177123,0.3277310924369748,13,ReLU6,218
checkerboard,Classification,F1,SS,0.33846517119244396,0.33884297520661155,0.3277310924369748,0,ReLU6,218
checkerboard,Classification,F1,HS,0.3384207236613654,0.33884297520661155,0.3277310924369748,0,ReLU6,218
checkerboard,Classification,F1,ReLU6,0.9546074591229919,0.9874961707022776,0.33884297520661155,199,ReLU6,218
checkerboard,Classification,F1,Sw,0.913484892130246,0.9524854486686547,0.3277310924369748,0,ReLU6,218
checkerboard,Classification,F1,LgS,0.8738335693398082,0.9573825356137855,0.3277310924369748,0,ReLU6,218
checkerboard,Classification,F1,Si,0.849295811141137,0.9549278846153846,0.28055016751895606,0,ReLU6,218
